record_id,title,venue,venue_family,year,route_G,route_R,route_P,route_membership,abstract_available,eligibility_decision,reason_code,reason_label,decision_evidence
P13391,Style Nursing with Spatial and Semantic Guidance for Zero-Shot Traffic Scene Style Transfer.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Style Nursing with Spatial and Semantic Guidance for Zero-Shot Traffic Scene Style Transfer.
P13408,Surgical Workflow Recognition and Blocking Effectiveness Detection in Laparoscopic Liver Resection with Pringle Maneuver.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is non-network-domain data or derived artifacts rather than network packets, flows, sessions, or traffic traces."
P13426,Synergy of GFlowNet and Protein Language Model Makes a Diverse Antibody Designer.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Synergy of GFlowNet and Protein Language Model Makes a Diverse Antibody Designer.
P13432,Tackling Intertwined Data and Device Heterogeneities in Federated Learning with Unlimited Staleness.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Tackling Intertwined Data and Device Heterogeneities in Federated Learning with Unlimited Staleness.
P13436,Target Semantics Clustering via Text Representations for Robust Universal Domain Adaptation.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Target Semantics Clustering via Text Representations for Robust Universal Domain Adaptation.
P13474,Text-Guided Fine-grained Counterfactual Inference for Short Video Fake News Detection.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Text-Guided Fine-grained Counterfactual Inference for Short Video Fake News Detection.
P13564,"Towards Autonomous Network Management: AI-Driven Framework for Intelligent Log Analysis, Troubleshooting and Documentation.",AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"DBLP title: Towards Autonomous Network Management: AI-Driven Framework for Intelligent Log Analysis, Troubleshooting and Documentation."
P13616,Traffic Scenario Logic: A Spatial-Temporal Logic for Modeling and Reasoning of Urban Traffic Scenarios.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Traffic Scenario Logic: A Spatial-Temporal Logic for Modeling and Reasoning of Urban Traffic Scenarios.
P13731,UrbanWaste: In-the-Bin Dataset for Waste Disposal Inspection with Multi-Granularity Hierarchical Labels.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: UrbanWaste: In-the-Bin Dataset for Waste Disposal Inspection with Multi-Granularity Hierarchical Labels.
P13784,Visual Prompting Upgrades Neural Network Sparsification: A Data-Model Perspective.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Visual Prompting Upgrades Neural Network Sparsification: A Data-Model Perspective.
P13814,Weapon Activity Recognition.,AAAI,Artificial intelligence,2025,true,false,false,G,true,Excluded,E02,Non-full publication,"AAAI proceedings pages 29576-29578 identify a three-page extended/short item, not a full-length research paper."
P13840,WiFi CSI Based Temporal Activity Detection via Dual Pyramid Network.,AAAI,Artificial intelligence,2025,false,false,true,P,false,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P13880,AuthCTC: Defending Against Waveform Emulation Attack in Heterogeneous IoT Environments.,AsiaCCS,Security and privacy,2020,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P13883,BOTection: Bot Detection by Building Markov Chain Models of Bots Network Behavior.,AsiaCCS,Security and privacy,2020,true,true,false,G | R,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P13888,CORSICA: Cross-Origin Web Service Identification.,AsiaCCS,Security and privacy,2020,true,false,false,G,true,Excluded,E04,No learned classifier,CORSICA identifies web services through crafted cross-origin probes and response side channels; it does not train a classifier from network-traffic examples.
P13891,DeepPower: Non-intrusive and Deep Learning-based Detection of IoT Malware Using Power Side Channels.,AsiaCCS,Security and privacy,2020,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: DeepPower: Non-intrusive and Deep Learning-based Detection of IoT Malware Using Power Side Channels.
P13899,Global Communication Guarantees in the Presence of Adversaries.,AsiaCCS,Security and privacy,2020,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P13903,In-Network Filtering of Distributed Denial-of-Service Traffic with Near-Optimal Rule Selection.,AsiaCCS,Security and privacy,2020,true,true,false,G | R,true,Excluded,E03,No qualifying traffic input,DBLP title: In-Network Filtering of Distributed Denial-of-Service Traffic with Near-Optimal Rule Selection.
P13904,Inspecting TLS Anytime Anywhere: A New Approach to TLS Interception.,AsiaCCS,Security and privacy,2020,true,true,false,G | R,true,Excluded,E03,No qualifying traffic input,DBLP title: Inspecting TLS Anytime Anywhere: A New Approach to TLS Interception.
P13918,PISKES: Pragmatic Internet-Scale Key-Establishment System.,AsiaCCS,Security and privacy,2020,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P13919,Post-Quantum TLS on Embedded Systems: Integrating and Evaluating Kyber and SPHINCS+ with mbed TLS.,AsiaCCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Post-Quantum TLS on Embedded Systems: Integrating and Evaluating Kyber and SPHINCS+ with mbed TLS.
P13937,Preparing Network Intrusion Detection Deep Learning Models with Minimal Data Using Adversarial Domain Adaptation.,AsiaCCS,Security and privacy,2020,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P13946,SirenAttack: Generating Adversarial Audio for End-to-End Acoustic Systems.,AsiaCCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: SirenAttack: Generating Adversarial Audio for End-to-End Acoustic Systems.
P13948,Social Botnet Community Detection: A Novel Approach based on Behavioral Similarity in Twitter Network using Deep Learning.,AsiaCCS,Security and privacy,2020,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Social Botnet Community Detection: A Novel Approach based on Behavioral Similarity in Twitter Network using Deep Learning.
P13958,Your Smart Home Can't Keep a Secret: Towards Automated Fingerprinting of IoT Traffic.,AsiaCCS,Security and privacy,2020,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P13963,Analysis and Takeover of the Bitcoin-Coordinated Pony Malware.,AsiaCCS,Security and privacy,2021,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Analysis and Takeover of the Bitcoin-Coordinated Pony Malware.
P13964,Analyzing Spatial Differences in the TLS Security of Delegated Web Services.,AsiaCCS,Security and privacy,2021,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Analyzing Spatial Differences in the TLS Security of Delegated Web Services.
P13966,ARGUS: Assessing Unpatched Vulnerable Devices on the Internet via Efficient Firmware Recognition.,AsiaCCS,Security and privacy,2021,false,false,true,P,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P13988,Filtering DDoS Attacks from Unlabeled Network Traffic Data Using Online Deep Learning.,AsiaCCS,Security and privacy,2021,true,true,true,G | R | P,true,Excluded,E05,No supervised fixed-label task,Unsupervised or unlabeled anomaly filtering without a separable supervised fixed-label task.
P13990,HECTOR-V: A Heterogeneous CPU Architecture for a Secure RISC-V Execution Environment.,AsiaCCS,Security and privacy,2021,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: HECTOR-V: A Heterogeneous CPU Architecture for a Secure RISC-V Execution Environment.
P13995,Identifying Behavior Dispatchers for Malware Analysis.,AsiaCCS,Security and privacy,2021,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Identifying Behavior Dispatchers for Malware Analysis.
P14000,MalPhase: Fine-Grained Malware Detection Using Network Flow Data.,AsiaCCS,Security and privacy,2021,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P14001,Malware Makeover: Breaking ML-based Static Analysis by Modifying Executable Bytes.,AsiaCCS,Security and privacy,2021,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Malware Makeover: Breaking ML-based Static Analysis by Modifying Executable Bytes.
P14009,P2DPI: Practical and Privacy-Preserving Deep Packet Inspection.,AsiaCCS,Security and privacy,2021,true,true,false,G | R,true,Excluded,E04,No learned classifier,P2DPI is a privacy-preserving DPI/pattern-inspection system rather than a data-learned traffic classifier.
P14016,Red Alert for Power Leakage: Exploiting Intel RAPL-Induced Side Channels.,AsiaCCS,Security and privacy,2021,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14021,Scanning the Cycle: Timing-based Authentication on PLCs.,AsiaCCS,Security and privacy,2021,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14023,Security Analysis on Practices of Certificate Authorities in the HTTPS Phishing Ecosystem.,AsiaCCS,Security and privacy,2021,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Security Analysis on Practices of Certificate Authorities in the HTTPS Phishing Ecosystem.
P14024,See through Walls: Detecting Malware in SGX Enclaves with SGX-Bouncer.,AsiaCCS,Security and privacy,2021,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: See through Walls: Detecting Malware in SGX Enclaves with SGX-Bouncer.
P14039,ASAP: Algorithm Substitution Attacks on Cryptographic Protocols.,AsiaCCS,Security and privacy,2022,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14043,Base64 Malleability in Practice.,AsiaCCS,Security and privacy,2022,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14054,Decentralized Federated Learning for Internet of Things Anomaly Detection.,AsiaCCS,Security and privacy,2022,false,false,true,P,true,Excluded,E02,Non-full publication,Venue-designated short paper rather than a full archival paper.
P14068,Evaluating Blockchain Protocols with Abusive Modeling.,AsiaCCS,Security and privacy,2022,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14069,EVOLIoT: A Self-Supervised Contrastive Learning Framework for Detecting and Characterizing Evolving IoT Malware Variants.,AsiaCCS,Security and privacy,2022,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,Classifier input is malware binaries and code rather than network traffic.
P14070,Exploring Unfairness on Proof of Authority: Order Manipulation Attacks and Remedies.,AsiaCCS,Security and privacy,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Exploring Unfairness on Proof of Authority: Order Manipulation Attacks and Remedies.
P14072,Gatekeeper: A Gateway-based Broadcast Authentication Protocol for the In-Vehicle Ethernet.,AsiaCCS,Security and privacy,2022,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14077,Hopper: Per-Device Nano Segmentation for the Industrial IoT.,AsiaCCS,Security and privacy,2022,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14082,Leveraging Spectral Representations of Control Flow Graphs for Efficient Analysis of Windows Malware.,AsiaCCS,Security and privacy,2022,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Leveraging Spectral Representations of Control Flow Graphs for Efficient Analysis of Windows Malware.
P14084,MAB-Malware: A Reinforcement Learning Framework for Blackbox Generation of Adversarial Malware.,AsiaCCS,Security and privacy,2022,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: MAB-Malware: A Reinforcement Learning Framework for Blackbox Generation of Adversarial Malware.
P14089,"Mirror, Mirror on the Wall: Wireless Environment Reconfiguration Attacks Based on Fast Software-Controlled Surfaces.",AsiaCCS,Security and privacy,2022,false,false,true,P,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14090,Missed Opportunities: Measuring the Untapped TLS Support in the Industrial Internet of Things.,AsiaCCS,Security and privacy,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Missed Opportunities: Measuring the Untapped TLS Support in the Industrial Internet of Things.
P14091,Mixed Certificate Chains for the Transition to Post-Quantum Authentication in TLS 1.3.,AsiaCCS,Security and privacy,2022,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Mixed Certificate Chains for the Transition to Post-Quantum Authentication in TLS 1.3.
P14095,No Spring Chicken: Quantifying the Lifespan of Exploits in IoT Malware Using Static and Dynamic Analysis.,AsiaCCS,Security and privacy,2022,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: No Spring Chicken: Quantifying the Lifespan of Exploits in IoT Malware Using Static and Dynamic Analysis.
P14109,"Ruling the Rules: Quantifying the Evolution of Rulesets, Alerts and Incidents in Network Intrusion Detection.",AsiaCCS,Security and privacy,2022,true,true,true,G | R | P,true,Excluded,E04,No learned classifier,"This is a longitudinal measurement of signature rules, alerts, and analyst-labelled incidents; it does not train a qualifying traffic classifier."
P14113,ShadowAuth: Backward-Compatible Automatic CAN Authentication for Legacy ECUs.,AsiaCCS,Security and privacy,2022,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14122,Stegozoa: Enhancing WebRTC Covert Channels with Video Steganography for Internet Censorship Circumvention.,AsiaCCS,Security and privacy,2022,false,true,false,R,true,Excluded,E10,Adversarial or generative support,Title and abstract describe adversarial or generative support work.
P14131,Towards a Utopia of Dataset Sharing: A Case Study on Machine Learning-based Malware Detection Algorithms.,AsiaCCS,Security and privacy,2022,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Towards a Utopia of Dataset Sharing: A Case Study on Machine Learning-based Malware Detection Algorithms.
P14145,WoRMA '22: 1st Workshop on Robust Malware Analysis.,AsiaCCS,Security and privacy,2022,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: WoRMA '22: 1st Workshop on Robust Malware Analysis.
P14147,"A Honey postMessage, but a Heart of Gall: Exploiting Push Service in Service Workers Via postMessage.",AsiaCCS,Security and privacy,2023,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14154,An Evaluation Framework for Intrusion Prevention Systems on Serial Data Bus Networks.,AsiaCCS,Security and privacy,2023,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: An Evaluation Framework for Intrusion Prevention Systems on Serial Data Bus Networks.
P14188,Investigating Traffic Analysis Attacks on Apple iCloud Private Relay.,AsiaCCS,Security and privacy,2023,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P14222,Securing Container-based Clouds with Syscall-aware Scheduling.,AsiaCCS,Security and privacy,2023,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Securing Container-based Clouds with Syscall-aware Scheduling.
P14236,A Formal Analysis of Data Distribution Service Security.,AsiaCCS,Security and privacy,2024,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14248,BinAdapter: Leveraging Continual Learning for Inferring Function Symbol Names in a Binary.,AsiaCCS,Security and privacy,2024,false,true,false,R,true,Excluded,E13,Non-primary classifier study,Title and abstract describe a non-primary classifier study.
P14253,C2Miner: Tricking IoT Malware into Revealing Live Command & Control Servers.,AsiaCCS,Security and privacy,2024,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: C2Miner: Tricking IoT Malware into Revealing Live Command & Control Servers.
P14255,CapsuleFormer: A Capsule and Transformer combined model for Decentralized Application encrypted traffic classification.,AsiaCCS,Security and privacy,2024,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P14260,ConFIDe: A PWM-Driven Control-Fused Intrusion Detection System for Hardware Security in Unmanned Aerial Vehicles.,AsiaCCS,Security and privacy,2024,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,"The study's input is non-network-domain data or derived artifacts rather than network packets, flows, sessions, or traffic traces."
P14287,Key Establishment for Secure Asymmetric Cross-Technology Communication.,AsiaCCS,Security and privacy,2024,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14295,Mitigating Distributed Backdoor Attack in Federated Learning Through Mode Connectivity.,AsiaCCS,Security and privacy,2024,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Mitigating Distributed Backdoor Attack in Federated Learning Through Mode Connectivity.
P14302,OASIS: An Intrusion Detection System Embedded in Bluetooth Low Energy Controllers.,AsiaCCS,Security and privacy,2024,true,false,true,G | P,true,Excluded,E04,No learned classifier,Inclusive title trigger: intrusion
P14354,Sync-Millibottleneck Attack on Microservices Cloud Architecture.,AsiaCCS,Security and privacy,2024,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14356,TeeFilter: High-Assurance Network Filtering Engine for High-End IoT and Edge Devices based on TEEs.,AsiaCCS,Security and privacy,2024,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14365,Uncovering Covert Attacks on EV Charging Infrastructure: How OCPP Backend Vulnerabilities Could Compromise Your System.,AsiaCCS,Security and privacy,2024,false,true,false,R,true,Excluded,E10,Adversarial or generative support,Title and abstract describe adversarial or generative support work.
P14366,Unmasking the Veiled: A Comprehensive Analysis of Android Evasive Malware.,AsiaCCS,Security and privacy,2024,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Unmasking the Veiled: A Comprehensive Analysis of Android Evasive Malware.
P14371,WebGPU-SPY: Finding Fingerprints in the Sandbox through GPU Cache Attacks.,AsiaCCS,Security and privacy,2024,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14374,WhisperVoiceTrace: A Comprehensive Analysis of Voice Command Fingerprinting.,AsiaCCS,Security and privacy,2024,true,true,false,G | R,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P14376,X-Ray-TLS: Transparent Decryption of TLS Sessions by Extracting Session Keys from Memory.,AsiaCCS,Security and privacy,2024,true,true,false,G | R,true,Excluded,E03,No qualifying traffic input,DBLP title: X-Ray-TLS: Transparent Decryption of TLS Sessions by Extracting Session Keys from Memory.
P14383,An Automated Blackbox Noncompliance Checker for QUIC Server Implementations.,AsiaCCS,Security and privacy,2025,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: An Automated Blackbox Noncompliance Checker for QUIC Server Implementations.
P14390,AVXProbe: Enhancing Website Fingerprinting with Side-Channel-Assisted Kernel-Level Traces.,AsiaCCS,Security and privacy,2025,true,true,false,G | R,true,Excluded,E03,No qualifying traffic input,Inclusive title trigger: website-fingerprinting
P14399,Can You Run My Code? A Close Look at Process Injection in Windows Malware.,AsiaCCS,Security and privacy,2025,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Can You Run My Code? A Close Look at Process Injection in Windows Malware.
P14413,Enhancing Search Privacy on Tor: Advanced Deep Keyword Fingerprinting Attacks and BurstGuard Defense.,AsiaCCS,Security and privacy,2025,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P14422,"Formal Analysis of SDNsec: Attacks and Corrections for Payload, Route Integrity and Accountability.",AsiaCCS,Security and privacy,2025,false,true,false,R,true,Excluded,E12,Operational or support label,"Title and abstract describe an operational, measurement, or support label."
P14423,FP-Rowhammer: DRAM-Based Device Fingerprinting.,AsiaCCS,Security and privacy,2025,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14425,GAE4HT: Detecting Hardware Trojans with Graph Autoencoder-Trained on Golden Model Data Flow Graphs.,AsiaCCS,Security and privacy,2025,false,false,true,P,true,Excluded,E13,Non-primary classifier study,Title and abstract describe a non-primary classifier study.
P14435,N-Tracer: A Trace Driven Attack on NoC-Based MPSoC Architecture.,AsiaCCS,Security and privacy,2025,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14441,OMAD5G: Online Malware Detection in 5G Networks using Compound Paths.,AsiaCCS,Security and privacy,2025,true,true,true,G | R | P,true,Included,I01,Included,"Full text confirms passive traffic input, a data-learned predictor, a fixed mutually exclusive label scheme, and central evaluation."
P14472,Quantum-safe Signatureless DNSSEC.,AsiaCCS,Security and privacy,2025,true,true,false,G | R,true,Excluded,E03,No qualifying traffic input,DBLP title: Quantum-safe Signatureless DNSSEC.
P14473,QUIC-Exfil: Exploiting QUIC's Server Preferred Address Feature to Perform Data Exfiltration Attacks.,AsiaCCS,Security and privacy,2025,true,true,true,G | R | P,true,Excluded,E04,No learned classifier,QUIC-Exfil constructs and demonstrates a data-exfiltration attack; it does not train or evaluate a traffic classifier.
P14478,"Ruling the Unruly: Designing Effective, Low-Noise Network Intrusion Detection Rules for Security Operations Centers.",AsiaCCS,Security and privacy,2025,true,true,true,G | R | P,true,Excluded,E04,No learned classifier,"The contribution designs and evaluates low-noise signature rules for NIDS operations, not a data-learned classifier."
P14484,SigN: SIMBox Activity Detection Through Latency Anomalies at the Cellular Edge.,AsiaCCS,Security and privacy,2025,false,false,true,P,true,Excluded,E04,No learned classifier,Latency-anomaly thresholds are not a learned fixed-label traffic classifier.
P14487,SoK: A Literature and Engineering Review of Regular Expression Denial of Service (ReDoS).,AsiaCCS,Security and privacy,2025,false,true,false,R,true,Excluded,E13,Non-primary classifier study,Title and abstract describe a non-primary classifier study.
P14502,Vulnerable Intel GPU Context: Prohibit Complete Context Restore by Modifying Kernel Driver.,AsiaCCS,Security and privacy,2025,false,true,false,R,true,Excluded,E09,Defense or obfuscation,Title and abstract describe a defense or mitigation without a qualifying classifier.
P14504,Your Control Host Intrusion Left Some Physical Breadcrumbs: Physical Evidence-Guided Post-Mortem Triage of SCADA Attacks.,AsiaCCS,Security and privacy,2025,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Your Control Host Intrusion Left Some Physical Breadcrumbs: Physical Evidence-Guided Post-Mortem Triage of SCADA Attacks.
P14524,Bento: Bringing Network Function Virtualization to Tor.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Bento: Bringing Network Function Virtualization to Tor.
P14527,Bypassing Tor Exit Blocking with Exit Bridge Onion Services.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Bypassing Tor Exit Blocking with Exit Bridge Onion Services.
P14533,CLAPS: Client-Location-Aware Path Selection in Tor.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: CLAPS: Client-Location-Aware Path Selection in Tor.
P14538,CrypTFlow2: Practical 2-Party Secure Inference.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,"The study's input is non-network-domain data or derived artifacts rather than network packets, flows, sessions, or traffic traces."
P14542,DECO: Liberating Web Data Using Decentralized Oracles for TLS.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: DECO: Liberating Web Data Using Decentralized Oracles for TLS.
P14549,DNS Cache Poisoning Attack Reloaded: Revolutions with Side Channels.,ACM CCS,Security and privacy,2020,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: DNS Cache Poisoning Attack Reloaded: Revolutions with Side Channels.
P14551,Enhancing State-of-the-art Classifiers with API Semantics to Detect Evolved Android Malware.,ACM CCS,Security and privacy,2020,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Enhancing State-of-the-art Classifiers with API Semantics to Detect Evolved Android Malware.
P14557,Facilitating Protocol-independent Industrial Intrusion Detection Systems.,ACM CCS,Security and privacy,2020,true,false,true,G | P,true,Excluded,E02,Non-full publication,"Poster rather than a full paper (three pages, pp. 2105-2107)."
P14563,FirmXRay: Detecting Bluetooth Link Layer Vulnerabilities From Bare-Metal Firmware.,ACM CCS,Security and privacy,2020,false,false,true,P,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14574,Impact of Energy Consumption Attacks on LoRaWAN-Enabled Devices in Industrial Context.,ACM CCS,Security and privacy,2020,false,true,false,R,true,Excluded,E12,Operational or support label,"Title and abstract describe an operational, measurement, or support label."
P14596,Off-Path TCP Exploits of the Mixed IPID Assignment.,ACM CCS,Security and privacy,2020,false,true,false,R,true,Excluded,E10,Adversarial or generative support,Title and abstract describe adversarial or generative support work.
P14606,Poking a Hole in the Wall: Efficient Censorship-Resistant Internet Communications by Parasitizing on WebRTC.,ACM CCS,Security and privacy,2020,false,true,false,R,true,Excluded,E04,No learned classifier,Title and abstract do not describe a learned classifier.
P14607,Post-Quantum TLS Without Handshake Signatures.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Post-Quantum TLS Without Handshake Signatures.
P14629,Talking with Familiar Strangers: An Empirical Study on HTTPS Context Confusion Attacks.,ACM CCS,Security and privacy,2020,true,true,true,G | R | P,true,Excluded,E03,No qualifying traffic input,DBLP title: Talking with Familiar Strangers: An Empirical Study on HTTPS Context Confusion Attacks.
P14640,TrafficSliver: Fighting Website Fingerprinting Attacks with Traffic Splitting.,ACM CCS,Security and privacy,2020,true,true,true,G | R | P,true,Excluded,E09,Defense or obfuscation,Traffic-splitting privacy defense rather than a traffic classifier.
P14644,VAHunt: Warding Off New Repackaged Android Malware in App-Virtualization's Clothing.,ACM CCS,Security and privacy,2020,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: VAHunt: Warding Off New Repackaged Android Malware in App-Virtualization's Clothing.
P14648,VRLifeTime - An IDE Tool to Avoid Concurrency and Memory Bugs in Rust.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: VRLifeTime - An IDE Tool to Avoid Concurrency and Memory Bugs in Rust.
P14653,Zombie Awakening: Stealthy Hijacking of Active Domains through DNS Hosting Referral.,ACM CCS,Security and privacy,2020,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: Zombie Awakening: Stealthy Hijacking of Active Domains through DNS Hosting Referral.
P14669,An Inside Look into the Practice of Malware Analysis.,ACM CCS,Security and privacy,2021,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: An Inside Look into the Practice of Malware Analysis.
P14670,An Ontology-driven Knowledge Graph for Android Malware.,ACM CCS,Security and privacy,2021,true,false,true,G | P,true,Excluded,E03,No qualifying traffic input,DBLP title: An Ontology-driven Knowledge Graph for Android Malware.
P14697,CPscan: Detecting Bugs Caused by Code Pruning in IoT Kernels.,ACM CCS,Security and privacy,2021,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: CPscan: Detecting Bugs Caused by Code Pruning in IoT Kernels.
P14699,CyberBunker 2.0 - A Domain and Traffic Perspective on a Bulletproof Hoster.,ACM CCS,Security and privacy,2021,true,false,false,G,true,Excluded,E03,No qualifying traffic input,DBLP title: CyberBunker 2.0 - A Domain and Traffic Perspective on a Bulletproof Hoster.
P14710,Deterrence of Intelligent DDoS via Multi-Hop Traffic Divergence.,ACM CCS,Security and privacy,2021,true,true,false,G | R,true,Excluded,E03,No qualifying traffic input,DBLP title: Deterrence of Intelligent DDoS via Multi-Hop Traffic Divergence.
