rq2_design_decision_id,design_id,paper_id,scheme_ids,dimension,outcome,condition_pair,complete_scheme_verified,condition_grouping_before_sample_split,parent_captures_disjoint,condition_status,evidence_ids,decision_basis,confidence
R2D0391,DES0131,P18385,SCH0222,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1798,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0392,DES0131,P18385,SCH0222,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1798,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0393,DES0131,P18385,SCH0222,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1798,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0394,DES0132,P18385,SCH0222,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1800,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0395,DES0132,P18385,SCH0222,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1800,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0396,DES0132,P18385,SCH0222,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1800,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0397,DES0133,P26148,SCH0223,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0398,DES0133,P26148,SCH0223,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0399,DES0133,P26148,SCH0223,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,"The 75, 23, and 2 percent split is performed within the benchmark rather than using temporal task membership as an exclusive train and test partition.",high
R2D0400,DES0134,P26148,SCH0224,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0401,DES0134,P26148,SCH0224,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0402,DES0134,P26148,SCH0224,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,"The 75, 23, and 2 percent split is performed within the benchmark rather than using temporal task membership as an exclusive train and test partition.",high
R2D0403,DES0135,P26148,SCH0225,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0404,DES0135,P26148,SCH0225,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0405,DES0135,P26148,SCH0225,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,"The 75, 23, and 2 percent split is performed within the benchmark rather than using temporal task membership as an exclusive train and test partition.",high
R2D0406,DES0136,P26148,SCH0226,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0407,DES0136,P26148,SCH0226,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0408,DES0136,P26148,SCH0226,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,"The 75, 23, and 2 percent split is performed within the benchmark rather than using temporal task membership as an exclusive train and test partition.",high
R2D0409,DES0137,P26148,SCH0227,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0410,DES0137,P26148,SCH0227,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0411,DES0137,P26148,SCH0227,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,"The 75, 23, and 2 percent split is performed within the benchmark rather than using temporal task membership as an exclusive train and test partition.",high
R2D0412,DES0138,P26148,SCH0228,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0413,DES0138,P26148,SCH0228,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0414,DES0138,P26148,SCH0228,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,"The 75, 23, and 2 percent split is performed within the benchmark rather than using temporal task membership as an exclusive train and test partition.",high
R2D0415,DES0139,P26148,SCH0229,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0416,DES0139,P26148,SCH0229,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0417,DES0139,P26148,SCH0229,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1813 | EVD1812,"The 75, 23, and 2 percent split is performed within the benchmark rather than using temporal task membership as an exclusive train and test partition.",high
R2D0418,DES0140,P39403,SCH0250,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1826,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0419,DES0140,P39403,SCH0250,network,documented_holdout,source IXP versus held-out IXP,yes,yes,yes,documented_holdout,EVD1826,"The complete scheme is grouped by the documented condition before sample selection, with disjoint parent captures in training and test.",high
R2D0420,DES0140,P39403,SCH0250,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1826,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0421,DES0141,P39403,SCH0250,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1826,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0422,DES0141,P39403,SCH0250,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1826,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0423,DES0141,P39403,SCH0250,temporal,documented_holdout,"initial day, week, or month versus all later days",yes,yes,yes,documented_holdout,EVD1826,"The complete scheme is grouped by the documented condition before sample selection, with disjoint parent captures in training and test.",high
R2D0424,DES0142,P39403,SCH0250,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1829,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0425,DES0142,P39403,SCH0250,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1829,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0426,DES0142,P39403,SCH0250,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1829,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0427,DES0143,P39403,SCH0250,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1826,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0428,DES0143,P39403,SCH0250,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1826,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0429,DES0143,P39403,SCH0250,temporal,documented_holdout,"past day, week, or month versus following day",yes,yes,yes,documented_holdout,EVD1826,"The complete scheme is grouped by the documented condition before sample selection, with disjoint parent captures in training and test.",high
R2D0430,DES0144,P40572,SCH0268,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1833,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0431,DES0144,P40572,SCH0268,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1833,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0432,DES0144,P40572,SCH0268,temporal,documented_holdout,first two weeks versus later two weeks of August 2018,yes,yes,yes,documented_holdout,EVD1833,"The complete scheme is grouped by the documented condition before sample selection, with disjoint parent captures in training and test.",high
R2D0433,DES0145,P40572,SCH0268,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1838,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0434,DES0145,P40572,SCH0268,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1838,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0435,DES0145,P40572,SCH0268,temporal,documented_holdout,August 2018 training versus January and September 2019 testing,yes,yes,yes,documented_holdout,EVD1838,"The complete scheme is grouped by the documented condition before sample selection, with disjoint parent captures in training and test.",high
R2D0436,DES0146,P40572,SCH0268,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1838,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0437,DES0146,P40572,SCH0268,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1838,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0438,DES0146,P40572,SCH0268,temporal,documented_holdout,first one percent versus remaining data in each month,yes,yes,yes,documented_holdout,EVD1838,"The complete scheme is grouped by the documented condition before sample selection, with disjoint parent captures in training and test.",high
R2D0439,DES0147,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1842 | EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0440,DES0147,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,network,documented_no_holdout,,yes,no,yes,nonqualifying_condition_contrast,EVD1842 | EVD1841,The design groups generated scenarios and replayed traffic sources rather than a qualifying network condition.,high
R2D0441,DES0147,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1842 | EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0442,DES0148,P41311,SCH0271,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0443,DES0148,P41311,SCH0271,network,documented_no_holdout,,yes,no,yes,nonqualifying_condition_contrast,EVD1841,The design groups generated scenarios and replayed traffic sources rather than a qualifying network condition.,high
R2D0444,DES0148,P41311,SCH0271,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0445,DES0149,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0446,DES0149,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,network,documented_no_holdout,,yes,no,yes,nonqualifying_condition_contrast,EVD1841,The design groups generated scenarios and replayed traffic sources rather than a qualifying network condition.,high
R2D0447,DES0149,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0448,DES0150,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1842 | EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0449,DES0150,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,network,documented_no_holdout,,yes,no,yes,nonqualifying_condition_contrast,EVD1842 | EVD1841,The design groups generated scenarios and replayed traffic sources rather than a qualifying network condition.,high
R2D0450,DES0150,P41311,SCH0269 | SCH0270 | SCH0271 | SCH0272,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1842 | EVD1841,This audited condition does not determine a disjoint train and test partition in the documented design.,high
R2D0451,DES0151,P41709,SCH0276,client,not_documented,,no,unknown,unknown,client_condition_not_documented,EVD1854 | EVD1852 | EVD1853,Accessible evidence does not establish a client-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0452,DES0151,P41709,SCH0276,network,not_documented,,no,unknown,unknown,network_condition_not_documented,EVD1854 | EVD1852 | EVD1853,Accessible evidence does not establish a network-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0453,DES0151,P41709,SCH0276,temporal,not_documented,,no,unknown,unknown,temporal_condition_not_documented,EVD1854 | EVD1852 | EVD1853,Accessible evidence does not establish a temporal-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0454,DES0152,P42427,SCH0284 | SCH0288 | SCH0289 | SCH0290,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1656,Automated instances from the same client environment are divided across training and testing.,high
R2D0455,DES0152,P42427,SCH0284 | SCH0288 | SCH0289 | SCH0290,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1656,The automated samples are not grouped by network condition before splitting.,high
R2D0456,DES0152,P42427,SCH0284 | SCH0288 | SCH0289 | SCH0290,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1656,The automated split is by instances rather than elapsed time.,high
R2D0457,DES0153,P42427,SCH0285,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1657,Automated instances from the same client environment are divided across training and testing.,high
R2D0458,DES0153,P42427,SCH0285,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1657,The automated samples are not grouped by network condition before splitting.,high
R2D0459,DES0153,P42427,SCH0285,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1657,The automated split is by instances rather than elapsed time.,high
R2D0460,DES0154,P42427,SCH0286,client,not_documented,,yes,unknown,yes,qualifying_condition_not_documented,EVD1658,"The design holds out volunteer identity, but the paper does not report qualifying client-configuration membership for the volunteers.",high
R2D0461,DES0154,P42427,SCH0286,network,not_documented,,unknown,unknown,unknown,not_documented,EVD1658,Network conditions are not reported as the basis of this partition.,high
R2D0462,DES0154,P42427,SCH0286,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1658,No elapsed-time condition determines this partition.,high
R2D0463,DES0155,P42427,SCH0287,client,not_documented,,yes,unknown,yes,qualifying_condition_not_documented,EVD1659,"The design holds out volunteer identity, but the paper does not report qualifying client-configuration membership for the volunteers.",high
R2D0464,DES0155,P42427,SCH0287,network,not_documented,,unknown,unknown,unknown,not_documented,EVD1659,Network conditions are not reported as the basis of this partition.,high
R2D0465,DES0155,P42427,SCH0287,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1659,No elapsed-time condition determines this partition.,high
R2D0466,DES0156,P42427,SCH0284 | SCH0286,client,documented_holdout,automated client versus human volunteers,yes,yes,yes,documented_holdout,EVD1660,Client generation source or volunteer identity determines the partition and parent sessions are disjoint.,high
R2D0467,DES0156,P42427,SCH0284 | SCH0286,network,not_documented,,unknown,unknown,unknown,not_documented,EVD1660,Network conditions are not reported as the basis of this partition.,high
R2D0468,DES0156,P42427,SCH0284 | SCH0286,temporal,documented_no_holdout,No qualifying temporal pair: Monkey-generated versus human-operated traffic,unknown,no,unknown,nonqualifying_condition_contrast,EVD1660,Generation source and user behavior determine the partition. No elapsed-time condition is defined for the complete binary scheme.,high
R2D0469,DES0157,P42427,SCH0285 | SCH0287,client,documented_holdout,automated client versus human volunteers,yes,yes,yes,documented_holdout,EVD1661,Client generation source or volunteer identity determines the partition and parent sessions are disjoint.,high
R2D0470,DES0157,P42427,SCH0285 | SCH0287,network,documented_no_holdout,No qualifying network pair: Monkey-generated versus human-operated traffic,unknown,no,unknown,nonqualifying_condition_contrast,EVD1661,"The partition is explicitly defined by traffic-generation source and behavior, not by a physical network condition.",high
R2D0471,DES0157,P42427,SCH0285 | SCH0287,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1661,No elapsed-time condition determines this partition.,high
R2D0472,DES0158,P42516,SCH0296 | SCH0297 | SCH0298,client,not_documented,,unknown,unknown,unknown,not_documented,EVD1662,"Providers do not overlap, but complete two-label coverage and disjoint client parent captures are not established for a shared client condition.",high
R2D0473,DES0158,P42516,SCH0296 | SCH0297 | SCH0298,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1662,"Merit supplies ambient traffic to both the tuning and deployment stages, so the network is not held out.",high
R2D0474,DES0158,P42516,SCH0296 | SCH0297 | SCH0298,temporal,not_documented,Not documented: complete July versus August binary scheme,unknown,unknown,unknown,qualifying_condition_not_documented,EVD1662,"The August campaign contains positive and negative traffic, but the complete training scheme cannot be assigned to July 28 because the VPN-positive collection period is missing. This blocks a holdout finding but is not enough for a documented negative.",high
R2D0475,DES0159,P42933,SCH0320,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1663,Client identities and implementations do not determine the train-test partition.,high
R2D0476,DES0159,P42933,SCH0320,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1663,The same LBNL observation environment supplies training and testing.,high
R2D0477,DES0159,P42933,SCH0320,temporal,documented_holdout,earlier training month or months and later test month,yes,yes,yes,documented_holdout,EVD1663,Calendar time determines the partition and interactive sessions do not cross months.,high
R2D0478,DES0160,P42933,SCH0320,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1664,Client identities and implementations do not determine the train-test partition.,high
R2D0479,DES0160,P42933,SCH0320,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1664,The same LBNL observation environment supplies training and testing.,high
R2D0480,DES0160,P42933,SCH0320,temporal,documented_holdout,earlier training month or months and later test month,yes,yes,yes,documented_holdout,EVD1664,Calendar time determines the partition and interactive sessions do not cross months.,high
R2D0481,DES0161,P42933,SCH0320,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1665,Client identities and implementations do not determine the train-test partition.,high
R2D0482,DES0161,P42933,SCH0320,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1665,The same LBNL observation environment supplies training and testing.,high
R2D0483,DES0161,P42933,SCH0320,temporal,documented_holdout,earlier training month or months and later test month,yes,yes,yes,documented_holdout,EVD1665,Calendar time determines the partition and interactive sessions do not cross months.,high
R2D0484,DES0162,P42933,SCH0321,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1666,Client identities and implementations do not determine the train-test partition.,high
R2D0485,DES0162,P42933,SCH0321,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1666,The same LBNL observation environment supplies training and testing.,high
R2D0486,DES0162,P42933,SCH0321,temporal,documented_holdout,earlier training month or months and later test month,yes,yes,yes,documented_holdout,EVD1666,Calendar time determines the partition and interactive sessions do not cross months.,high
R2D0487,DES0163,P42933,SCH0322,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1667,Client identities and implementations do not determine the train-test partition.,high
R2D0488,DES0163,P42933,SCH0322,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1667,The same LBNL observation environment supplies training and testing.,high
R2D0489,DES0163,P42933,SCH0322,temporal,documented_holdout,earlier training month or months and later test month,yes,yes,yes,documented_holdout,EVD1667,Calendar time determines the partition and interactive sessions do not cross months.,high
R2D0490,DES0164,P43680,SCH0338,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1865 | EVD1868 | EVD1867,The 8 to 1 to 1 partition is applied to pooled flows and is not defined by client membership.,high
R2D0491,DES0164,P43680,SCH0338,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1865 | EVD1868 | EVD1867,The 8 to 1 to 1 partition is applied to pooled flows and is not defined by network membership.,high
R2D0492,DES0164,P43680,SCH0338,temporal,documented_no_holdout,,yes,no,unknown,not_a_temporal_holdout,EVD1865 | EVD1868 | EVD1867,The 8 to 1 to 1 partition is applied to pooled flows and is not defined by temporal membership.,high
R2D0493,DES0165,P43680,SCH0339,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1865 | EVD1868 | EVD1867,The 8 to 1 to 1 partition is applied to pooled flows and is not defined by client membership.,high
R2D0494,DES0165,P43680,SCH0339,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1865 | EVD1868 | EVD1867,The 8 to 1 to 1 partition is applied to pooled flows and is not defined by network membership.,high
R2D0495,DES0165,P43680,SCH0339,temporal,documented_no_holdout,,yes,no,unknown,not_a_temporal_holdout,EVD1865 | EVD1868 | EVD1867,The 8 to 1 to 1 partition is applied to pooled flows and is not defined by temporal membership.,high
R2D0496,DES0166,P43793,SCH0340 | SCH0341,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1668,UE identity is not the reported basis of the split.,high
R2D0497,DES0166,P43793,SCH0340 | SCH0341,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1668,Network scenario is not held out before the trace split.,high
R2D0498,DES0166,P43793,SCH0340 | SCH0341,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1668,Experimental traces are split without an elapsed-time condition.,high
R2D0499,DES0167,P43793,SCH0341 | SCH0342,client,documented_holdout,POWDER endpoints and validation smartphone,yes,yes,yes,documented_holdout,EVD1669,Endpoint environment determines the partition and the validation parent traces are independently collected.,high
R2D0500,DES0167,P43793,SCH0341 | SCH0342,network,documented_holdout,POWDER network and controlled 4G lab,yes,yes,yes,documented_holdout,EVD1669,Network deployment determines the partition and the parent captures are disjoint.,high
R2D0501,DES0167,P43793,SCH0341 | SCH0342,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1669,Collection dates do not establish an elapsed-time comparison.,high
R2D0502,DES0168,P43793,SCH0343 | SCH0344,client,documented_holdout,POWDER endpoints and validation smartphone,yes,yes,yes,documented_holdout,EVD1670,Endpoint environment determines the partition and the validation parent traces are independently collected.,high
R2D0503,DES0168,P43793,SCH0343 | SCH0344,network,documented_holdout,POWDER network and controlled 4G lab,yes,yes,yes,documented_holdout,EVD1670,Network deployment determines the partition and the parent captures are disjoint.,high
R2D0504,DES0168,P43793,SCH0343 | SCH0344,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1670,Collection dates do not establish an elapsed-time comparison.,high
R2D0505,DES0169,P43793,SCH0344,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1671,UE identity is not the reported basis of the split.,high
R2D0506,DES0169,P43793,SCH0344,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1671,Network scenario is not held out before the trace split.,high
R2D0507,DES0169,P43793,SCH0344,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1671,Experimental traces are split without an elapsed-time condition.,high
R2D0508,DES0170,P43793,SCH0341 | SCH0342,client,documented_holdout,POWDER endpoints and validation smartphone,yes,yes,yes,documented_holdout,EVD1672,Endpoint environment determines the partition and the validation parent traces are independently collected.,high
R2D0509,DES0170,P43793,SCH0341 | SCH0342,network,documented_holdout,POWDER network and controlled 4G lab,yes,yes,yes,documented_holdout,EVD1672,Network deployment determines the partition and the parent captures are disjoint.,high
R2D0510,DES0170,P43793,SCH0341 | SCH0342,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1672,Collection dates do not establish an elapsed-time comparison.,high
R2D0511,DES0171,P43907,SCH0345,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1673,The selected channel is pooled across client identities and versions before the chronological split.,high
R2D0512,DES0171,P43907,SCH0345,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1673,All countries contribute to training and testing rather than being held out by country.,high
R2D0513,DES0171,P43907,SCH0345,temporal,documented_holdout,first two months and final two weeks,yes,yes,yes,documented_holdout,EVD1673,Timestamp period determines the split and request logs do not cross periods.,high
R2D0514,DES0172,P43907,SCH0346,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1674,The selected channel is pooled across client identities and versions before the chronological split.,high
R2D0515,DES0172,P43907,SCH0346,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1674,All countries contribute to training and testing rather than being held out by country.,high
R2D0516,DES0172,P43907,SCH0346,temporal,documented_holdout,first two months and final two weeks,yes,yes,yes,documented_holdout,EVD1674,Timestamp period determines the split and request logs do not cross periods.,high
R2D0517,DES0173,P46126,SCH0359,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1675,The single browser environment is shared across all folds.,high
R2D0518,DES0173,P46126,SCH0359,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1675,The single collection network is shared across all folds.,high
R2D0519,DES0173,P46126,SCH0359,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1675,The sample folds are created after pooling the four-week corpus.,high
R2D0520,DES0174,P46215,SCH0360 | SCH0361,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1676,Scanner and human client sessions are not held out as a complete client-condition pair.,high
R2D0521,DES0174,P46215,SCH0360 | SCH0361,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1676,All partitions use the same web-application testbed network.,high
R2D0522,DES0174,P46215,SCH0360 | SCH0361,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1676,Elapsed collection time does not determine the partition.,high
R2D0523,DES0175,P46215,SCH0360,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1677,Scanner and human client sessions are not held out as a complete client-condition pair.,high
R2D0524,DES0175,P46215,SCH0360,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1677,All partitions use the same web-application testbed network.,high
R2D0525,DES0175,P46215,SCH0360,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1677,Elapsed collection time does not determine the partition.,high
R2D0526,DES0176,P46215,SCH0360 | SCH0361,client,not_documented,,unknown,unknown,unknown,not_documented,EVD1678,"Scanner tools are grouped, but disjoint human negative parent sessions are not established for the complete scheme.",high
R2D0527,DES0176,P46215,SCH0360 | SCH0361,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1678,All partitions use the same web-application testbed network.,high
R2D0528,DES0176,P46215,SCH0360 | SCH0361,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1678,Elapsed collection time does not determine the partition.,high
R2D0529,DES0177,P46215,SCH0361,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1679,Scanner and human client sessions are not held out as a complete client-condition pair.,high
R2D0530,DES0177,P46215,SCH0361,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1679,All partitions use the same web-application testbed network.,high
R2D0531,DES0177,P46215,SCH0361,temporal,not_documented,,unknown,unknown,unknown,not_documented,EVD1679,Elapsed collection time does not determine the partition.,high
R2D0532,DES0178,P48170,SCH0405,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1680,"The general design mixes apps across folds, while per-app folds reuse the same app identity across training and test.",high
R2D0533,DES0178,P48170,SCH0405,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1680,No network condition determines the cross-validation folds.,high
R2D0534,DES0178,P48170,SCH0405,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1680,Cross-validation folds are formed after pooling rather than by time.,high
R2D0535,DES0179,P48170,SCH0406,client,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1681,"The general design mixes apps across folds, while per-app folds reuse the same app identity across training and test.",high
R2D0536,DES0179,P48170,SCH0406,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1681,No network condition determines the cross-validation folds.,high
R2D0537,DES0179,P48170,SCH0406,temporal,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1681,Cross-validation folds are formed after pooling rather than by time.,high
R2D0538,DES0180,P48723,SCH0449,client,documented_holdout,Chrome and Brave,yes,yes,yes,documented_holdout,EVD1682,Browser identity determines the partition and each browser has independently crawled complete labels.,high
R2D0539,DES0180,P48723,SCH0449,network,documented_no_holdout,,yes,no,unknown,documented_no_holdout,EVD1682,The 2022 browser comparisons use the same Frankfurt AWS region.,high
